fname	D-D	N-N	D-N-N-D	T-N-N-T	T-D-D-T	T-T	qid	dist
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_498_3_cobinding.tsv	71.74	8.7	7.25	1.44	9.42	1.45	2	39
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_47_lex_300_rex_300_site_peak_498_4_cobinding.tsv	63.39	7.14	4.47	1.78	19.64	3.57	2	47
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_137_lex_300_rex_300_site_peak_3439_3_cobinding.tsv	18.42	10.53	36.84	5.26	26.31	2.63	2	137
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_179_lex_300_rex_300_site_peak_1762_4_cobinding.tsv	47.22	0.0	16.67	5.56	27.78	2.78	2	179
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_3628_5_cobinding.tsv	44.3	32.91	11.39	3.8	6.33	1.27	2	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_131_lex_300_rex_300_site_peak_5493_1_cobinding.tsv	11.54	5.77	55.77	11.54	13.46	1.92	2	131
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_5493_2_cobinding.tsv	59.0	4.0	3	1	28	5.0	2	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_1738_8_cobinding.tsv	59.76	13.41	12.2	3.66	9.76	1.22	2	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_86_lex_300_rex_300_site_peak_3346_1_cobinding.tsv	17.05	39.53	24.03	10.85	6.2	2.33	2	86
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_145_lex_300_rex_300_site_peak_1169_7_cobinding.tsv	15.85	15.85	46.35	10.98	7.32	3.66	2	145
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_93_lex_300_rex_300_site_peak_2691_1_cobinding.tsv	41.03	2.56	21.8	8.97	20.51	5.13	2	93
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_106_lex_300_rex_300_site_peak_2691_1_cobinding.tsv	45.45	3.64	20	3.64	23.64	3.64	2	106
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_65_lex_300_rex_300_site_peak_1467_2_cobinding.tsv	55.34	18.45	13.59	3.88	7.76	0.97	2	65
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_58_lex_300_rex_300_site_peak_52_7_cobinding.tsv	32.64	13.89	34.02	4.17	13.2	2.08	2	58
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_63_lex_300_rex_300_site_peak_1168_3_cobinding.tsv	1.94	66.02	13.59	10.68	5.82	1.94	2	63
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_2547_3_cobinding.tsv	31.53	18.02	22.52	5.4	19.82	2.7	2	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_107_lex_300_rex_300_site_peak_2547_3_cobinding.tsv	26.19	20.24	33.34	5.95	11.9	2.38	2	107
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_64_lex_300_rex_300_site_peak_663_7_cobinding.tsv	64.75	5.76	9.36	5.04	13.67	1.44	2	64
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_663_5_cobinding.tsv	78.76	1.77	7.96	1.77	8.85	0.88	2	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_110_lex_300_rex_300_site_peak_663_5_cobinding.tsv	60.29	1.47	14.7	1.47	19.11	2.94	2	110
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_966_2_cobinding.tsv	46.03	22.22	11.11	4.76	12.69	3.17	2	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_4742_4_cobinding.tsv	45.45	5.45	9.09	3.64	30.91	5.45	2	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_4742_2_cobinding.tsv	57.28	1.94	12.62	5.82	20.38	1.94	2	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_103_lex_300_rex_300_site_peak_3352_5_cobinding.tsv	16.67	8.33	30.56	11.11	30.55	2.78	2	103
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_597_1_cobinding.tsv	28.21	32.05	26.92	2.56	8.97	1.28	2	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_166_lex_300_rex_300_site_peak_2368_1_cobinding.tsv	38.67	13.33	32	4	10.67	1.33	2	166
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_126_lex_300_rex_300_site_peak_2368_2_cobinding.tsv	45.28	16.04	25.47	5.66	5.66	1.89	2	126
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_140_lex_300_rex_300_site_peak_1166_1_cobinding.tsv	0.84	34.45	20.17	19.32	21.01	4.2	2	140
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_153_lex_300_rex_300_site_peak_1166_2_cobinding.tsv	22.37	25.0	34.21	10.53	6.58	1.32	2	153
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_96_lex_300_rex_300_site_peak_1166_11_cobinding.tsv	1.61	27.42	13.71	23.39	29.84	4.03	2	96
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_104_lex_300_rex_300_site_peak_2420_2_cobinding.tsv	32.5	15.0	27.5	7.5	15	2.5	2	104
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_92_lex_300_rex_300_site_peak_1262_4_cobinding.tsv	69.23	2.56	8.98	2.56	14.1	2.56	2	92
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_1262_4_cobinding.tsv	77.14	2.86	5.72	0	12.38	1.9	2	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_36_lex_300_rex_300_site_peak_1262_10_cobinding.tsv	74.74	4.21	8.42	1.05	9.47	2.11	2	36
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_77_lex_300_rex_300_site_peak_2603_4_cobinding.tsv	7.07	61.62	17.17	9.09	4.04	1.01	2	77
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_146_lex_300_rex_300_site_peak_994_1_cobinding.tsv	8.16	38.78	42.85	6.12	3.06	1.02	2	146
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_72_lex_300_rex_300_site_peak_994_2_cobinding.tsv	15.48	43.45	26.19	6.55	6.55	1.79	2	72
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_1269_6_cobinding.tsv	45.07	7.04	15.5	1.41	26.76	4.23	2	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_83_lex_300_rex_300_site_peak_489_6_cobinding.tsv	36.3	13.33	30.38	8.89	9.63	1.48	2	83
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_98_lex_300_rex_300_site_peak_157_6_cobinding.tsv	24.14	9.2	33.34	3.45	26.44	3.45	2	98
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_30_lex_300_rex_300_site_peak_157_6_cobinding.tsv	24.83	14.09	24.16	4.02	30.2	2.68	2	30
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_145_lex_300_rex_300_site_peak_118_2_cobinding.tsv	52.0	1.33	26.67	2.66	14.67	2.67	2	145
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_4128_5_cobinding.tsv	58.06	3.23	10.75	3.23	22.58	2.15	2	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_102_lex_300_rex_300_site_peak_241_6_cobinding.tsv	39.8	20.41	25.51	4.08	8.16	2.04	2	102
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_150_lex_300_rex_300_site_peak_241_6_cobinding.tsv	36.23	10.14	37.69	4.35	10.15	1.45	2	150
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_79_lex_300_rex_300_site_peak_3048_6_cobinding.tsv	39.45	14.68	32.11	5.51	6.42	1.83	2	79
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_36_lex_300_rex_300_site_peak_421_3_cobinding.tsv	55.38	10.77	4.62	3.08	23.07	3.08	2	36
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_68_lex_300_rex_300_site_peak_114_4_cobinding.tsv	24.0	25.33	28	2.66	17.33	2.67	2	68
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_4017_4_cobinding.tsv	18.18	43.43	24.24	3.03	9.09	2.02	2	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_83_lex_300_rex_300_site_peak_1524_3_cobinding.tsv	34.34	22.22	24.24	7.07	10.1	2.02	2	83
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_149_lex_300_rex_300_site_peak_1524_3_cobinding.tsv	2.38	23.81	14.28	30.95	23.81	4.76	2	149
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_100_lex_300_rex_300_site_peak_2861_1_cobinding.tsv	45.31	3.12	26.56	3.12	20.31	1.56	2	100
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_2861_2_cobinding.tsv	42.31	3.85	16.67	8.97	24.36	3.85	2	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_2050_2_cobinding.tsv	25.71	38.57	14.29	4.29	14.28	2.86	2	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_104_lex_300_rex_300_site_peak_167_10_cobinding.tsv	25.68	39.19	21.62	8.11	4.05	1.35	2	104
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_78_lex_300_rex_300_site_peak_1442_4_cobinding.tsv	74.78	3.48	6.09	3.48	9.57	2.61	2	78
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_1442_5_cobinding.tsv	74.79	6.72	2.52	1.68	11.76	2.52	2	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_89_lex_300_rex_300_site_peak_1983_2_cobinding.tsv	59.38	1.04	11.46	4.17	20.83	3.12	2	89
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_1983_4_cobinding.tsv	61.36	5.3	7.58	2.27	21.97	1.52	2	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_74_lex_300_rex_300_site_peak_2518_7_cobinding.tsv	31.82	31.82	27.28	3.64	4.55	0.91	2	74
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_102_lex_300_rex_300_site_peak_1551_3_cobinding.tsv	20.83	25.0	37.5	4.17	9.72	2.78	2	102
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_110_lex_300_rex_300_site_peak_4710_3_cobinding.tsv	50.0	10.2	17.34	6.12	14.28	2.04	2	110
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_110_lex_300_rex_300_site_peak_63_2_cobinding.tsv	37.14	18.57	21.43	5.72	14.29	2.86	2	110
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_68_lex_300_rex_300_site_peak_4446_3_cobinding.tsv	77.63	5.26	5.26	1.32	9.21	1.32	2	68
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_3944_2_cobinding.tsv	63.64	4.55	14.77	2.28	13.64	1.14	2	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_139_lex_300_rex_300_site_peak_122_3_cobinding.tsv	22.22	30.56	30.56	9.73	5.56	1.39	2	139
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_95_lex_300_rex_300_site_peak_3509_1_cobinding.tsv	16.92	6.15	43.08	9.23	21.54	3.08	2	95
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_61_lex_300_rex_300_site_peak_4585_3_cobinding.tsv	61.22	0.0	8.16	2.04	24.49	4.08	2	61
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_135_lex_300_rex_300_site_peak_2714_3_cobinding.tsv	5.41	20.27	55.41	6.76	10.82	1.35	2	135
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_113_lex_300_rex_300_site_peak_2268_4_cobinding.tsv	23.27	7.55	49.06	7.55	10.06	2.52	2	113
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_85_lex_300_rex_300_site_peak_3609_1_cobinding.tsv	18.07	27.71	19.27	14.45	15.66	4.82	2	85
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_59_lex_300_rex_300_site_peak_1145_2_cobinding.tsv	2.75	68.81	17.43	6.42	3.67	0.92	2	59
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_942_3_cobinding.tsv	64.52	11.29	10.49	1.61	10.48	1.61	2	53
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_145_lex_300_rex_300_site_peak_2038_3_cobinding.tsv	50.82	1.64	24.59	4.92	16.39	1.64	2	145
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_4115_2_cobinding.tsv	72.92	5.21	5.21	1.04	14.59	1.04	2	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_79_lex_300_rex_300_site_peak_2582_3_cobinding.tsv	20.8	17.6	21.6	6.4	28.8	4.8	2	79
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_613_8_cobinding.tsv	56.84	7.89	10.52	3.16	18.95	2.63	2	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_64_lex_300_rex_300_site_peak_613_9_cobinding.tsv	48.53	7.35	8.09	3.31	27.2	5.51	2	64
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_75_lex_300_rex_300_site_peak_362_5_cobinding.tsv	60.45	10.45	20.15	2.24	5.97	0.75	2	75
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_184_lex_300_rex_300_site_peak_2304_4_cobinding.tsv	9.62	5.77	50	13.46	15.38	5.77	2	184
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_163_lex_300_rex_300_site_peak_2304_5_cobinding.tsv	11.3	5.22	60	6.96	13.91	2.61	2	163
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_138_lex_300_rex_300_site_peak_2304_6_cobinding.tsv	18.64	5.91	55.45	4.09	14.54	1.36	2	138
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_1099_10_cobinding.tsv	47.25	15.38	12.09	4.4	17.58	3.3	2	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_92_lex_300_rex_300_site_peak_4357_1_cobinding.tsv	41.67	2.38	35.71	5.95	11.9	2.38	2	92
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_106_lex_300_rex_300_site_peak_4357_1_cobinding.tsv	41.43	2.86	38.57	5.71	10	1.43	2	106
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_54_lex_300_rex_300_site_peak_4357_2_cobinding.tsv	71.97	3.79	6.06	1.52	14.4	2.27	2	54
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_175_lex_300_rex_300_site_peak_310_1_cobinding.tsv	21.43	11.9	30.95	11.9	19.05	4.76	2	175
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_403_3_cobinding.tsv	55.8	13.04	18.11	2.9	9.42	0.72	2	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_101_lex_300_rex_300_site_peak_403_3_cobinding.tsv	40.43	15.96	22.34	3.19	14.89	3.19	2	101
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_1865_4_cobinding.tsv	6.1	56.1	23.17	3.66	9.76	1.22	2	53
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_116_lex_300_rex_300_site_peak_1647_1_cobinding.tsv	58.06	1.61	12.9	3.22	22.58	1.61	2	116
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_98_lex_300_rex_300_site_peak_268_6_cobinding.tsv	7.41	23.7	57.04	5.18	5.19	1.48	2	98
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_1972_2_cobinding.tsv	63.04	6.52	11.95	1.09	15.22	2.17	2	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_1998_4_cobinding.tsv	5.63	61.97	13.38	8.45	9.15	1.41	2	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_138_lex_300_rex_300_site_peak_697_2_cobinding.tsv	54.79	2.74	15.07	4.11	20.55	2.74	2	138
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_61_lex_300_rex_300_site_peak_5109_3_cobinding.tsv	44.59	5.41	5.4	4.05	37.83	2.7	2	61
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_138_lex_300_rex_300_site_peak_497_2_cobinding.tsv	53.7	3.7	18.52	1.85	20.37	1.85	2	138
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_31_lex_300_rex_300_site_peak_497_3_cobinding.tsv	51.08	14.39	9.35	2.88	18.7	3.6	2	31
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_65_lex_300_rex_300_site_peak_3577_1_cobinding.tsv	34.62	15.38	21.16	5.77	19.23	3.85	2	65
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_59_lex_300_rex_300_site_peak_91_3_cobinding.tsv	0.95	64.76	22.86	10.47	0	0.95	2	59
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_4198_1_cobinding.tsv	58.46	16.92	9.24	3.08	10.77	1.54	2	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_88_lex_300_rex_300_site_peak_146_4_cobinding.tsv	26.45	19.01	29.76	9.09	13.22	2.48	2	88
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_113_lex_300_rex_300_site_peak_146_4_cobinding.tsv	23.64	12.73	32.72	12.73	14.54	3.64	2	113
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_146_5_cobinding.tsv	36.98	22.4	13.02	6.25	17.19	4.17	2	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_441_3_cobinding.tsv	62.75	11.11	7.19	0.65	16.34	1.96	2	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_96_lex_300_rex_300_site_peak_441_4_cobinding.tsv	57.26	9.4	15.39	0.85	14.53	2.56	2	96
